Views,DownVotes,UpVotes,Reputation,DaysSinceCreation,DaysSinceAccess
2,0,0,10.0,785,767
1,0,2,111.0,785,469
2,0,0,1.0,249,211
0,0,0,1.0,785,140
0,0,0,1.0,785,782
2,0,0,101.0,785,784
100,0,7,158.0,785,265
2,0,0,6.0,780,779
6,0,2,20.0,780,734
0,0,0,3.0,1246,1246
3,0,0,1.0,780,433
0,0,0,1.0,780,780
3,0,0,16.0,780,730
1,0,0,1.0,780,613
5,0,0,13.0,1246,1218
3,0,1,34.0,420,208
0,0,0,101.0,420,420
0,0,0,1.0,612,583
0,0,0,1.0,612,612
6,0,0,1.0,420,388
1,0,0,1.0,420,419
4,0,0,1.0,420,420
4,0,0,1.0,420,313
13,0,0,101.0,612,434
4,0,0,31.0,612,231
1,0,1,103.0,612,116
5,0,0,46.0,420,417
1,0,0,106.0,612,597
1,0,0,1.0,612,612
0,0,0,1.0,612,611
3,0,0,1.0,375,224
1,0,0,1.0,677,115
0,0,0,1.0,677,675
0,0,0,101.0,677,120
1,0,0,1.0,677,141
6,0,0,66.0,677,636
4,0,0,3.0,677,114
1,0,0,1.0,677,663
0,0,0,1.0,677,666
0,0,0,1.0,670,642
5,0,0,1.0,670,378
2,0,0,3.0,607,565
0,0,0,6.0,607,607
3,0,0,64.0,607,603
2,0,0,1.0,607,607
1,0,0,13.0,670,665
0,0,0,1.0,670,564
3,0,8,103.0,670,317
1,0,0,6.0,670,571
2,0,0,21.0,670,670
0,0,0,101.0,670,326
4,0,1,38.0,670,240
0,0,0,1.0,670,127
3,0,0,6.0,635,635
6,0,0,16.0,635,633
13,0,4,138.0,635,116
1,0,5,101.0,635,113
9,0,0,22.0,635,268
0,0,0,101.0,635,217
7,0,2,30.0,635,259
2,0,0,6.0,425,204
17,0,7,45.0,425,175
0,0,0,3.0,397,397
9,0,0,6.0,397,385
0,0,0,1.0,405,170
1,0,0,101.0,985,985
3,0,0,1.0,425,353
6,0,0,18.0,985,936
718,44,774,6107.0,1061,111
0,0,0,1.0,311,311
58,0,0,114.0,1795,209
3,0,1,101.0,1795,238
3,0,0,1.0,1795,343
11,0,0,113.0,1795,332
0,0,0,1.0,425,425
0,0,0,1.0,311,268
0,0,0,3.0,397,396
0,0,0,1.0,537,537
7,0,4,248.0,624,373
0,0,0,1.0,618,568
0,0,0,1.0,425,366
6,0,0,3.0,985,935
0,0,0,101.0,985,197
1,0,1,16.0,661,595
0,0,0,1.0,661,505
2,0,0,1.0,661,635
1,0,0,6.0,661,626
0,0,0,101.0,661,206
24,0,4,85.0,661,262
4,0,0,1.0,661,649
12,0,0,29.0,1151,1151
0,0,0,1.0,638,638
1,0,0,1.0,638,638
7,0,0,1.0,661,527
0,0,0,3.0,661,660
0,0,0,1.0,638,495
6,0,0,1.0,647,613
3,0,0,11.0,405,376
152,0,0,15.0,656,200
5,0,0,1.0,1432,1432
0,0,0,1.0,656,586
10,0,1,15.0,647,177
0,0,0,6.0,656,318
3,0,0,51.0,656,520
0,0,0,6.0,647,647
1,0,4,101.0,620,303
51,0,2,60.0,620,330
0,0,0,23.0,341,340
3,0,6,3.0,647,123
0,0,0,1.0,405,389
1,0,0,1.0,620,569
15,0,3,52.0,620,126
0,0,1,101.0,620,620
0,0,2,101.0,620,469
2,0,0,1.0,620,452
2,0,2,101.0,620,200
0,0,0,11.0,648,609
7,0,1,32.0,794,270
12,0,12,44.0,845,240
4,0,0,9.0,845,845
0,0,0,13.0,750,750
4,0,0,16.0,227,227
35,0,50,147.0,1493,112
1,0,0,1.0,1493,668
0,0,0,13.0,845,845
0,0,0,101.0,1493,311
1,0,0,1.0,227,226
5,0,1,71.0,845,727
16,0,0,10.0,750,376
2,0,1,101.0,750,114
2,0,0,1.0,227,221
5,0,0,26.0,1493,1493
2,0,0,101.0,1493,1300
1,0,0,8.0,648,122
0,0,0,101.0,479,280
9,0,0,17.0,290,154
0,0,0,1.0,290,228
0,0,0,1.0,290,284
0,0,0,1.0,290,279
0,0,0,1.0,290,290
0,0,0,101.0,290,290
1,0,0,1.0,290,290
1,0,0,9.0,290,274
0,0,0,1.0,290,161
0,0,0,1.0,290,290
176,4,192,1111.0,753,662
3,0,0,13.0,296,290
2,0,0,5.0,753,276
11,0,3,49.0,296,284
1,0,0,8.0,478,476
2,0,0,11.0,296,296
2,0,0,1.0,296,295
0,0,0,1.0,296,296
11,0,0,8.0,296,283
0,0,0,1.0,296,296
22,0,21,140.0,1852,122
0,0,0,1.0,478,419
6,0,4,101.0,1587,229
2,0,0,1.0,1587,1587
3,0,0,8.0,753,738
1,0,0,1.0,355,352
1,0,0,21.0,1021,1020
0,0,0,11.0,302,302
0,0,0,101.0,478,129
1,0,0,11.0,302,302
2,0,0,8.0,302,225
0,0,0,6.0,302,296
17,0,0,7.0,302,177
5,0,0,8.0,302,206
0,0,0,101.0,302,295
0,0,0,1.0,302,130
26,0,10,214.0,1159,130
2,0,0,6.0,1159,1158
4,0,0,10.0,1159,803
1,0,1,101.0,1159,1093
5,0,0,16.0,1159,903
3,0,0,36.0,753,618
11,0,1,101.0,909,403
8,0,0,28.0,1159,1107
9,0,0,16.0,355,341
0,0,0,6.0,909,902
151,0,11,556.0,1159,112
11,0,0,8.0,1159,436
6,0,5,142.0,1021,225
0,0,1,18.0,909,864
0,0,0,1.0,802,802
0,0,0,1.0,476,251
1,0,0,8.0,802,682
0,0,0,18.0,802,799
1,0,0,1.0,802,114
14,0,4,156.0,1657,133
0,0,0,6.0,802,802
0,0,0,11.0,746,341
0,0,0,1.0,802,802
2,0,0,11.0,802,802
5,0,0,28.0,1657,1655
19,0,0,1.0,1657,179
2,0,0,101.0,1657,438
3,0,0,101.0,1657,1647
0,0,0,1.0,1657,137
1,0,5,63.0,1657,1656
0,0,0,1.0,1005,998
17,0,12,13.0,1005,117
0,0,0,1.0,1005,999
0,0,0,6.0,1005,1002
5,0,0,1.0,1005,194
98,5,160,628.0,802,111
1,0,0,8.0,1005,1001
5,0,0,1.0,1005,1005
30,0,3,67.0,1489,184
4,0,12,37.0,746,730
7,0,9,46.0,1489,203
6,0,0,13.0,1489,164
4,0,0,15.0,1489,1452
5,0,0,6.0,1005,950
2,0,0,23.0,1489,1405
12,0,5,72.0,1489,1467
6,0,0,1.0,1006,937
1,0,0,6.0,1006,440
1,0,0,11.0,1006,1006
2,0,0,13.0,1006,1002
1,0,0,1.0,1006,957
27,0,0,74.0,1006,901
0,0,0,3.0,1006,1006
0,0,0,11.0,718,717
0,0,0,1.0,718,718
96,4,84,545.0,718,273
1,0,0,101.0,718,446
0,0,9,101.0,718,287
0,0,0,101.0,718,603
5,0,0,118.0,718,663
0,0,0,1.0,223,119
1,0,0,26.0,293,293
14,3,86,270.0,293,111
0,0,0,1.0,476,369
2,0,0,3.0,293,264
0,0,0,11.0,293,259
0,0,0,1.0,293,198
0,0,0,101.0,293,286
0,0,0,1.0,293,279
0,0,0,1.0,223,223
6,0,0,1.0,293,293
0,0,0,1.0,293,243
3,0,0,11.0,415,415
1,0,0,1.0,355,332
5,0,0,1.0,388,388
13,0,4,20.0,570,148
19,1,13,233.0,388,117
2,0,1,118.0,388,115
9,0,0,1.0,388,387
1,0,0,8.0,313,312
0,0,1,101.0,313,169
0,0,0,11.0,916,907
1,0,0,6.0,313,298
1,0,0,101.0,313,116
0,0,0,101.0,916,780
3,0,0,14.0,313,305
1,0,0,3.0,916,914
2,0,6,58.0,916,118
1,0,0,1.0,916,853
0,0,1,101.0,494,177
0,0,0,8.0,494,456
30,0,13,83.0,494,137
3,0,2,36.0,494,120
15,0,0,4.0,494,152
0,0,0,1.0,494,494
1,0,0,6.0,494,493
5,0,137,101.0,1949,112
8,0,0,101.0,1732,1585
4,0,0,111.0,1732,1051
7,0,0,109.0,1732,389
42,0,4,247.0,1732,172
19,0,0,101.0,1732,1299
8,0,0,6.0,1525,1457
7,0,0,58.0,491,490
0,0,0,101.0,1525,857
8,0,0,13.0,1525,940
2,0,0,101.0,1525,231
5,0,3,20.0,1525,410
58,0,0,111.0,1525,1473
4,0,0,1.0,1525,1525
203,0,3,278.0,1525,1524
1,0,0,1.0,491,490
0,0,0,1.0,491,179
0,0,2,101.0,773,434
5,0,11,18.0,491,114
9,0,0,124.0,700,696
1,0,0,41.0,700,695
2,0,0,106.0,700,700
0,0,0,101.0,700,126
0,0,0,11.0,700,700
0,0,0,11.0,700,530
1,0,0,6.0,700,698
32,0,5,291.0,700,320
0,0,0,1.0,700,680
0,0,0,3.0,278,192
1,0,0,19.0,604,604
2,0,0,1.0,278,278
1,0,0,1.0,604,604
1,0,0,1.0,604,500
1,0,1,101.0,501,250
0,0,0,1.0,604,587
0,0,1,111.0,604,162
0,0,1,101.0,1462,152
0,0,0,16.0,1462,1462
4,0,0,113.0,1462,802
3,0,0,1.0,1280,1280
48,0,0,55.0,1462,1399
5,0,0,3.0,309,170
5,0,0,1.0,1462,1462
0,0,0,6.0,1462,1460
0,0,0,1.0,309,136
1,0,0,101.0,309,300
6,0,0,30.0,309,309
2,0,0,1.0,309,180
0,0,0,101.0,309,304
14,0,0,31.0,309,305
0,0,0,3.0,309,283
77,43,64,95.0,309,202
0,0,0,6.0,156,131
0,0,0,1.0,156,156
19,0,0,1.0,156,156
0,0,0,1.0,156,156
0,0,0,1.0,156,156
1,0,0,1.0,156,125
2,0,0,6.0,156,142
0,0,0,11.0,156,117
2,0,0,1.0,156,156
1,0,0,1.0,156,156
4,0,0,11.0,228,227
181,0,697,1439.0,528,111
11,0,0,1.0,526,236
1,0,0,6.0,528,526
2,0,0,1.0,528,299
48,21,32,300.0,528,131
1,0,0,1.0,528,502
1,0,0,6.0,528,282
1,0,0,1.0,278,267
148,0,16,467.0,1280,111
10,0,4,268.0,501,484
3,0,0,1.0,193,193
3,0,0,1.0,193,193
0,0,0,1.0,437,210
2,0,1,25.0,437,180
0,0,0,101.0,437,437
19,0,1,118.0,437,116
0,0,0,1.0,437,423
130,3,30,346.0,437,177
3,0,0,1.0,193,193
1,0,0,1.0,193,165
3,0,0,3.0,193,185
0,0,0,1.0,193,193
0,0,0,1.0,193,187
1,0,0,8.0,193,193
0,0,0,1.0,193,193
4,0,1,101.0,1083,124
1,0,8,101.0,470,112
193,0,5,528.0,1123,917
0,0,0,101.0,1123,1123
3,0,0,26.0,1123,1119
0,0,0,1.0,1123,1123
4,0,0,6.0,1123,1123
190,0,16,183.0,1123,1093
5,0,0,101.0,1123,151
1,0,0,1.0,1123,902
1,0,0,6.0,1123,1117
1,0,0,41.0,1123,1123
16,0,0,48.0,245,243
0,0,0,1.0,150,150
0,0,0,1.0,150,150
0,0,0,6.0,598,598
4,0,0,30.0,1083,1082
0,0,0,1.0,597,223
3,0,0,1.0,150,150
1,0,0,101.0,150,119
2,0,0,11.0,448,256
0,0,0,1.0,724,711
4,0,0,28.0,448,431
3,0,0,1.0,597,364
3,0,0,113.0,597,222
0,0,0,1.0,150,150
0,0,0,1.0,597,597
0,0,0,1.0,597,186
3,0,0,1.0,1116,943
1,0,0,18.0,470,470
2,0,0,21.0,1262,1204
0,0,0,1.0,974,113
0,0,0,101.0,966,966
5,0,1,18.0,470,206
1,0,0,1.0,470,407
15,0,2,141.0,518,407
1,0,0,3.0,518,483
11,2,1,130.0,518,146
0,0,0,101.0,518,518
0,0,0,1.0,518,242
0,0,0,1.0,518,339
675,515,590,6134.0,518,111
0,0,3,101.0,598,141
0,0,4,101.0,196,121
0,0,0,1.0,196,196
0,0,0,101.0,196,124
0,0,0,1.0,196,196
1,0,0,8.0,196,190
0,0,0,1.0,196,128
0,0,0,1.0,196,159
0,0,0,1.0,196,196
1,0,0,3.0,959,912
0,0,0,101.0,196,114
4,0,5,112.0,196,131
3,0,0,26.0,1359,1359
2,0,2,21.0,1359,270
0,0,0,1.0,1359,1341
29,0,25,170.0,430,117
3,0,3,186.0,1359,147
7,0,0,1.0,1359,1359
0,0,0,1.0,1095,1094
1,0,0,1.0,1095,1095
1,0,0,6.0,1095,1000
79,0,8,265.0,1095,392
5,0,11,101.0,1095,901
56,0,9,150.0,447,230
2,0,0,1.0,1359,509
0,0,0,1.0,1095,1095
0,0,0,1.0,1030,862
14,0,0,26.0,1030,969
3,0,0,6.0,1030,1030
0,0,0,101.0,1030,140
0,0,0,1.0,1030,408
20,0,23,363.0,1030,183
29,0,8,45.0,808,125
0,0,0,1.0,274,274
18,2,15,306.0,1248,120
0,0,0,24.0,274,153
0,0,0,1.0,274,248
7,0,1,131.0,808,137
4,0,0,13.0,808,808
0,0,0,1.0,274,230
1,0,0,108.0,958,177
31,0,62,332.0,958,112
0,0,0,1.0,808,639
1,0,0,101.0,958,606
0,0,0,1.0,274,274
1,0,0,1.0,274,189
2,0,0,1.0,958,611
67,0,30,333.0,958,121
0,0,0,1.0,113,113
0,0,0,1.0,113,113
0,0,0,1.0,113,111
1,0,0,1.0,113,112
0,0,0,1.0,113,113
2,0,0,4.0,113,113
2,0,0,2.0,113,112
0,0,0,1.0,113,113
0,0,0,1.0,113,111
2,0,0,101.0,767,136
0,0,0,1.0,653,638
1,0,0,56.0,927,926
10,0,1,63.0,927,550
1,0,0,1.0,927,927
0,0,0,1.0,715,242
13,0,1,101.0,927,280
1,0,0,3.0,927,304
102,0,9,100.0,927,607
4,0,0,103.0,792,418
4,0,0,1.0,665,121
0,0,0,101.0,792,325
3,0,0,26.0,792,792
29,0,0,21.0,792,249
5,0,0,16.0,792,270
0,0,0,101.0,792,792
3,0,0,65.0,743,211
6,0,0,11.0,743,743
8,0,2,75.0,743,177
0,0,0,1.0,743,182
5,0,0,1.0,743,300
2,0,0,1.0,237,166
9,0,0,8.0,743,178
3,0,0,8.0,743,743
0,0,2,101.0,237,237
5,0,0,1.0,400,400
0,0,0,1.0,653,636
31,0,5,188.0,400,136
0,0,0,1.0,653,653
0,0,0,1.0,237,237
5,0,4,118.0,974,584
2,0,0,1.0,237,237
4,0,0,1.0,237,237
0,0,27,101.0,147,111
1,0,0,16.0,147,120
0,0,0,1.0,147,121
0,0,0,1.0,147,147
36,0,84,708.0,147,111
1,0,1,40.0,147,128
0,0,0,1.0,147,147
9,0,1,15.0,147,112
36,0,28,120.0,147,114
0,0,0,1.0,147,136
5,0,0,18.0,1438,1386
2,0,0,1.0,1438,1272
0,0,0,1.0,115,114
2,0,0,1.0,115,114
0,0,0,8.0,115,112
0,0,0,101.0,115,115
1,0,0,6.0,115,114
0,0,0,1.0,115,115
0,0,0,1.0,115,115
0,0,0,101.0,115,115
14,0,1,128.0,1843,358
0,0,0,1.0,115,115
14,0,0,103.0,1843,1443
565,19,134,3405.0,1843,153
14,0,14,101.0,1843,111
13,0,80,121.0,1843,120
97,0,0,31.0,1005,259
1,0,0,101.0,1005,967
1,0,0,16.0,1005,1005
28,0,60,440.0,1005,183
1,0,0,4.0,1005,989
5,0,0,166.0,1005,672
4,0,0,21.0,1005,505
22,0,3,97.0,1005,150
0,0,0,6.0,423,423
3,0,0,23.0,786,785
1,0,0,11.0,786,780
27,0,6,81.0,1057,207
40,0,0,84.0,786,773
1,0,0,8.0,786,779
4,0,6,130.0,786,244
12,0,0,109.0,786,169
31,0,31,192.0,786,121
1,0,0,101.0,1689,726
0,0,0,12.0,748,127
0,0,0,1.0,748,114
0,0,2,101.0,1224,615
25,0,4,106.0,1224,296
36,0,0,62.0,1224,1209
2,0,0,91.0,1224,1223
6,0,3,116.0,1224,205
3,0,0,10.0,1224,991
3,0,0,1.0,1224,1224
6,0,5,58.0,1224,464
1,0,25,101.0,1078,297
0,0,0,101.0,763,117
5,0,1,28.0,763,169
1,0,0,1.0,763,198
2,0,0,5.0,732,716
31,2,119,459.0,763,128
0,0,0,6.0,763,763
8,0,0,26.0,732,729
0,0,0,1.0,732,726
0,0,0,1.0,763,121
0,0,0,11.0,732,729
0,0,0,101.0,732,188
1118,2,480,115.0,1078,135
3,0,0,21.0,732,729
7,0,0,6.0,732,570
1,0,18,101.0,760,112
1,0,0,101.0,760,269
0,0,0,1.0,735,734
7,0,2,108.0,760,265
9,0,0,6.0,760,719
1,0,0,1.0,760,165
2,0,0,1.0,735,731
0,0,0,6.0,735,729
0,0,21,101.0,735,162
11,0,3,49.0,735,424
12,0,0,32.0,735,150
54,4,313,545.0,735,111
0,0,0,1.0,735,735
3,0,0,15.0,735,730
5,0,0,1.0,236,236
4,0,0,6.0,286,204
58,6,52,339.0,1057,206
2,0,1,101.0,766,347
4,0,0,1.0,1154,1154
20,0,1,35.0,1154,1137
2,0,44,132.0,1219,117
0,0,5,101.0,1219,132
1,0,0,1.0,1219,442
1,0,0,11.0,1219,1219
4,0,0,101.0,1219,144
0,0,1,101.0,1219,299
0,0,0,6.0,362,362
9,0,0,6.0,362,207
0,0,0,101.0,362,117
4,0,0,9.0,362,362
0,0,0,3.0,362,362
1,0,0,4.0,362,362
0,0,0,101.0,1560,303
0,0,0,123.0,1560,306
5,0,3,133.0,1560,519
43,1,13,215.0,1560,611
1,0,0,1.0,1560,1560
0,0,0,106.0,1560,165
7,0,0,18.0,1560,1560
0,0,0,101.0,1560,417
2,0,3,113.0,1560,112
2,0,0,6.0,932,653
2,0,30,123.0,932,127
10,0,1,21.0,932,847
9,0,0,1.0,932,932
0,0,0,1.0,932,919
5,0,0,18.0,932,926
1,0,0,6.0,932,309
6,0,0,41.0,932,932
0,0,0,1.0,932,932
2,0,0,8.0,645,645
0,0,2,101.0,645,147
1,0,0,21.0,645,645
12,0,11,158.0,645,151
1,0,0,6.0,856,856
0,0,0,101.0,856,112
0,0,0,3.0,856,855
8,0,8,82.0,856,567
3,0,0,1.0,645,624
5,0,5,103.0,645,260
2,0,0,1.0,747,740
9,0,2,111.0,856,115
7,0,0,1.0,261,261
1,0,3,101.0,261,156
3,0,0,11.0,261,133
3,0,0,1.0,261,261
4,0,0,1.0,261,261
2,0,0,1.0,261,261
5,0,0,23.0,261,261
1,0,0,1.0,261,169
8,0,0,11.0,1188,227
11,0,54,165.0,1188,648
441,35,1889,7603.0,1188,112
7,0,1,31.0,417,413
0,0,0,1.0,417,417
5,0,2,28.0,417,288
2,0,0,23.0,261,261
9,0,0,3.0,417,417
1,0,0,8.0,258,258
2,0,0,1.0,536,512
0,0,0,1.0,536,536
0,0,0,13.0,536,536
0,0,0,1.0,536,536
0,0,0,1.0,536,435
1,0,0,11.0,536,536
0,0,0,101.0,536,536
3,0,0,11.0,536,536
2,0,2,101.0,419,124
1,0,0,1.0,419,306
1,0,0,1.0,419,139
6,0,0,11.0,419,211
11,0,0,20.0,419,406
1,0,0,8.0,419,210
3,0,2,110.0,419,394
6,0,0,11.0,652,605
2,0,0,1.0,224,224
2,0,0,6.0,224,219
2,0,0,16.0,769,261
0,0,0,1.0,925,925
0,0,0,1.0,769,769
0,0,0,1.0,224,169
0,0,0,1.0,925,854
7,0,0,6.0,925,387
0,0,0,6.0,224,224
2,0,0,1.0,224,118
1,0,0,103.0,769,512
0,0,0,108.0,925,272
0,0,4,101.0,1590,291
11,0,0,18.0,861,846
7,0,34,82.0,861,853
1,0,0,1.0,861,389
4,0,2,17.0,861,570
1,0,0,101.0,861,624
263,1,124,1787.0,861,116
3,0,0,8.0,861,113
3,0,0,6.0,677,675
0,0,0,1.0,677,676
1,0,0,1.0,677,658
21,0,11,70.0,677,151
4,0,0,1.0,677,246
0,0,0,1.0,677,676
2,0,0,1.0,677,328
3,0,0,13.0,677,603
4,1,5,132.0,237,112
2,0,0,4.0,237,193
0,0,0,1.0,237,141
11,0,0,15.0,237,151
0,0,0,1.0,237,235
0,0,0,1.0,237,237
0,0,0,1.0,237,237
2,0,0,1.0,237,237
0,0,0,1.0,237,237
0,0,0,1.0,237,237
0,0,0,1.0,453,291
0,0,0,101.0,330,116
1,0,0,1.0,330,306
0,0,0,6.0,612,602
3,0,0,13.0,612,603
0,0,0,1.0,612,127
0,0,0,101.0,612,114
2,0,0,6.0,612,611
165,0,0,11.0,612,562
3,0,0,109.0,1168,230
12,0,0,31.0,1168,1099
1,0,0,1.0,612,612
1,0,1,20.0,612,178
0,0,0,101.0,1772,1772
2,0,0,18.0,1296,1296
0,0,0,1.0,996,971
4,0,9,103.0,1607,1341
4,0,0,8.0,263,246
0,0,0,1.0,177,177
2,0,0,6.0,177,177
0,0,0,1.0,177,177
0,0,0,1.0,177,177
4,0,0,1.0,177,174
0,0,0,1.0,177,177
0,0,0,1.0,177,177
2,0,0,1.0,177,177
4,0,0,3.0,177,152
0,0,0,1.0,177,177
1,0,0,1.0,137,114
1,0,0,1.0,137,123
0,0,0,101.0,137,137
0,0,0,1.0,137,137
0,0,0,1.0,137,137
1,0,0,6.0,137,137
1,0,0,1.0,137,136
0,0,0,1.0,137,135
2,0,4,37.0,137,131
2,0,0,1.0,414,414
0,0,0,1.0,616,616
252,6,131,2686.0,616,191
2,0,0,6.0,414,414
0,0,0,1.0,616,616
0,0,0,1.0,616,616
0,0,0,1.0,414,215
9,0,0,94.0,414,220
3,0,0,1.0,414,414
0,0,0,1.0,414,410
2,0,0,3.0,235,235
2,0,0,101.0,1801,1557
5,0,0,124.0,1801,460
5,0,16,155.0,1801,304
20,0,12,133.0,1801,112
169,0,2,611.0,1801,119
0,0,0,101.0,1801,1801
1,0,0,1.0,432,427
2,0,1,25.0,432,235
0,0,5,101.0,432,222
3,0,0,1.0,432,430
0,0,0,5.0,432,430
0,0,0,1.0,432,430
0,0,0,1.0,432,185
1,0,0,1.0,432,114
6,0,0,1.0,432,431
10,0,4,66.0,432,164
2,0,0,1.0,436,436
6,0,0,1.0,436,224
1,0,0,11.0,436,436
0,0,0,1.0,436,435
4,0,0,13.0,436,368
0,0,0,1.0,436,286
0,0,0,1.0,436,360
0,0,0,101.0,436,436
5,0,0,1.0,1507,1502
3,0,0,9.0,327,294
0,0,0,8.0,327,307
4,0,0,1.0,327,311
0,0,0,1.0,327,327
0,0,0,23.0,327,320
4,0,0,11.0,1507,1506
0,0,0,1.0,327,291
0,0,0,1.0,327,140
0,0,0,1.0,648,648
1,0,0,101.0,1506,695
22,0,9,49.0,1506,300
0,0,0,6.0,811,802
2,0,0,6.0,811,234
2,0,0,1.0,182,157
0,0,0,1.0,183,183
13,0,2,20.0,183,163
0,0,0,1.0,811,811
1,0,0,1.0,811,811
5,0,0,51.0,811,613
1,0,0,3.0,811,811
3,0,0,6.0,811,804
0,0,0,1.0,183,134
0,0,0,1.0,183,182
31,0,2,68.0,678,516
0,0,0,1.0,678,678
0,0,0,1.0,678,669
0,0,0,1.0,154,148
2,0,1,118.0,154,134
0,0,0,1.0,678,113
2,0,0,16.0,678,168
4,0,2,101.0,155,142
1,0,0,1.0,155,155
1,0,0,1.0,154,154
0,0,0,3.0,154,154
0,0,0,1.0,155,155
0,0,0,1.0,155,155
1,0,0,1.0,155,154
0,0,0,1.0,155,155
1,0,2,101.0,289,229
2,0,0,6.0,493,401
0,0,0,1.0,289,182
4,0,1,20.0,289,148
0,0,0,1.0,289,289
4,0,0,1.0,289,143
0,0,0,6.0,289,193
1,0,0,1.0,289,289
0,0,0,1.0,289,242
8,0,0,1.0,493,492
1,0,0,6.0,1073,1073
0,0,0,1.0,305,305
6,0,0,8.0,305,184
4,0,0,1.0,305,305
2,0,0,8.0,305,234
3,0,0,8.0,305,298
1,0,1,20.0,305,277
1,0,0,1.0,305,287
0,0,0,1.0,905,905
1,0,3,15.0,905,690
0,0,0,6.0,905,905
0,0,0,1.0,134,134
0,0,0,1.0,134,130
6,0,5,101.0,905,117
0,0,1,101.0,905,576
4,0,0,46.0,134,125
1,0,0,101.0,905,905
0,0,0,1.0,134,134
0,0,0,1.0,134,133
0,0,0,1.0,134,134
0,0,0,1.0,134,134
2,0,0,1.0,134,134
0,0,0,6.0,134,115
1,0,0,6.0,709,185
5,0,2,113.0,709,208
2,0,0,11.0,709,693
1,0,0,6.0,802,794
135,1,97,1600.0,709,111
58,0,36,270.0,709,199
2,0,0,1.0,1212,112
41,0,0,81.0,803,631
2,0,1,111.0,803,117
0,0,0,11.0,803,433
1,0,0,9.0,803,800
0,0,0,21.0,802,801
20,0,5,39.0,282,178
9,0,0,19.0,802,742
3,0,0,16.0,1212,1212
0,0,1,101.0,1212,1208
5,0,0,101.0,282,282
0,0,0,1.0,1212,1212
10,0,7,71.0,745,181
1,0,0,6.0,745,738
16,0,0,29.0,745,290
4,0,23,20.0,745,169
3,0,0,1.0,745,744
4,0,0,6.0,282,282
0,0,0,1.0,130,130
1,0,0,13.0,130,111
0,0,0,1.0,130,128
1,0,0,21.0,130,113
2,0,0,1.0,130,128
3,0,0,1.0,130,115
0,0,0,1.0,130,122
1,0,0,3.0,130,116
0,0,0,1.0,130,117
14,0,0,1.0,130,130
6,0,0,11.0,353,221
171,0,1,375.0,1159,164
26,109,51,742.0,353,128
3,0,0,1.0,353,283
1,0,0,1.0,353,330
0,0,0,16.0,353,350
0,0,1,101.0,353,121
0,0,0,101.0,353,333
17,0,2,108.0,1159,167
2,0,1,123.0,1159,147
3,0,0,106.0,1159,536
1,0,0,101.0,1159,122
0,0,3,133.0,1159,550
3,0,0,21.0,1083,1083
19,0,0,11.0,1648,1646
3,0,0,3.0,116,114
1,0,0,16.0,116,115
0,0,1,116.0,116,112
2,0,0,1.0,116,116
6,0,0,6.0,116,116
0,0,0,6.0,116,116
1,0,0,1.0,116,116
0,0,0,1.0,116,116
1,0,0,3.0,116,112
1,0,1,22.0,194,131
0,0,0,1.0,540,114
8,0,12,101.0,1943,789
1,0,0,101.0,1944,904
4,0,0,101.0,1944,1422
4,0,4,101.0,1944,1880
4,0,5,103.0,1944,295
4,0,0,101.0,1943,1943
3,0,1,101.0,1943,507
1,0,0,1.0,1020,533
3,0,0,6.0,1020,1020
10,0,6,132.0,1020,140
0,0,0,1.0,1020,1007
0,0,0,1.0,1020,1020
0,0,0,41.0,1020,1020
1,0,0,1.0,1020,176
1,0,0,1.0,1020,1019
0,0,5,101.0,558,126
81,1,163,255.0,558,123
2,0,0,1.0,558,545
10,0,2,108.0,558,213
2,0,0,1.0,558,214
36,0,42,300.0,558,131
189,76,326,105.0,558,241
2,0,37,66.0,971,120
34,0,2,88.0,669,412
99,0,85,841.0,669,228
0,0,0,101.0,669,120
9,0,0,10.0,669,458
1,0,0,5.0,669,639
0,0,0,101.0,669,344
1,0,0,38.0,669,668
0,0,0,1.0,368,368
1,0,0,16.0,368,368
7,0,0,8.0,368,203
0,0,0,1.0,368,366
0,0,0,1.0,368,361
52,1,123,166.0,368,119
7,0,0,1.0,368,193
8,0,0,11.0,368,368
0,0,0,1.0,368,340
0,0,0,1.0,435,280
1,0,0,11.0,362,335
0,0,0,3.0,362,327
0,0,0,21.0,362,117
0,0,0,1.0,362,279
11,0,5,40.0,362,111
0,0,0,1.0,362,120
22,0,32,116.0,971,689
0,0,0,1.0,362,268
4,0,0,1.0,362,279
1,0,0,11.0,734,734
0,0,0,1.0,445,122
6,0,0,1.0,445,439
24,0,1,31.0,445,311
0,0,0,1.0,445,444
0,0,0,1.0,604,604
5,0,0,105.0,445,256
1,0,1,115.0,734,334
0,0,0,1.0,604,403
0,0,0,6.0,722,719
0,0,0,1.0,722,199
8,0,0,26.0,722,721
0,0,0,11.0,722,722
0,0,0,1.0,722,716
12,0,7,115.0,722,197
11,0,3,116.0,1260,400
22,0,18,148.0,1260,142
18,0,0,23.0,1260,172
2,0,2,101.0,722,144
0,0,0,101.0,1260,1260
4,0,0,31.0,1260,1260
18,0,6,173.0,1260,1203
0,0,0,101.0,1260,1260
1,0,0,1.0,156,149
0,0,0,1.0,156,149
0,0,0,1.0,156,156
0,0,0,6.0,156,156
0,0,0,1.0,156,151
2,0,0,1.0,156,156
0,0,0,1.0,156,156
0,0,0,1.0,156,156
79,0,16,153.0,1328,347
